seq_no,piece,PC,resolveDir
691923,0,4496712,0
692194,0,4496584,0
691907,0,4201660,1
691898,0,4199696,1
692197,0,4496596,0
692268,0,4199612,1
692250,0,4199556,0
692320,0,4204140,1
692279,0,4203664,0
692136,0,4201640,0
692327,0,4204192,1
692081,0,4204116,0
692085,0,4204132,0
692308,0,4204092,0
692331,0,4204220,0
692121,0,4199656,0
692372,0,4201652,0
691723,0,4496796,1
692116,0,4199640,0
692304,0,4203732,1
692157,0,4496712,0
692427,0,4496584,0
692141,0,4201660,1
692132,0,4199696,1
692430,0,4496596,0
692502,0,4199612,1
692369,0,4201640,0
692314,0,4204116,0
692318,0,4204132,0
692484,0,4199556,0
692554,0,4204140,1
692513,0,4203664,0
692354,0,4199656,0
692561,0,4204192,1
692349,0,4199640,0
692542,0,4204092,0
692565,0,4204220,0
692390,0,4496712,0
692606,0,4201652,0
691957,0,4496796,1
692374,0,4201660,1
692538,0,4203732,1
692365,0,4199696,1
692664,0,4496584,0
692667,0,4496596,0
692739,0,4199612,1
692721,0,4199556,0
692791,0,4204140,1
692750,0,4203664,0
692603,0,4201640,0
692798,0,4204192,1
692548,0,4204116,0
692552,0,4204132,0
692779,0,4204092,0
692802,0,4204220,0
692588,0,4199656,0
692843,0,4201652,0
692191,0,4496796,1
692583,0,4199640,0
692775,0,4203732,1
692624,0,4496712,0
692899,0,4496584,0
692608,0,4201660,1
692599,0,4199696,1
692902,0,4496596,0
692974,0,4199612,1
692956,0,4199556,0
693026,0,4204140,1
692985,0,4203664,0
692840,0,4201640,0
693033,0,4204192,1
692424,0,4496796,1
692785,0,4204116,0
692789,0,4204132,0
693037,0,4204220,0
693014,0,4204092,0
692825,0,4199656,0
693078,0,4201652,0
692820,0,4199640,0
693010,0,4203732,1
692861,0,4496712,0
693134,0,4496584,0
692845,0,4201660,1
692836,0,4199696,1
693137,0,4496596,0
693209,0,4199612,1
693191,0,4199556,0
693261,0,4204140,1
693220,0,4203664,0
693075,0,4201640,0
693268,0,4204192,1
693020,0,4204116,0
693024,0,4204132,0
693249,0,4204092,0
693272,0,4204220,0
693060,0,4199656,0
693313,0,4201652,0
692661,0,4496796,1
693055,0,4199640,0
693245,0,4203732,1
693096,0,4496712,0
693369,0,4496584,0
693080,0,4201660,1
693071,0,4199696,1
693372,0,4496596,0
693444,0,4199612,1
693426,0,4199556,0
693496,0,4204140,1
693455,0,4203664,0
693310,0,4201640,0
693503,0,4204192,1
693255,0,4204116,0
693259,0,4204132,0
693484,0,4204092,0
693507,0,4204220,0
693295,0,4199656,0
693548,0,4201652,0
692896,0,4496796,1
693290,0,4199640,0
693480,0,4203732,1
693331,0,4496712,0
693606,0,4496584,0
693315,0,4201660,1
693306,0,4199696,1
693609,0,4496596,1
693545,0,4201640,0
693490,0,4204116,0
693494,0,4204132,0
693530,0,4199656,0
693131,0,4496796,1
693525,0,4199640,0
693612,0,4496584,0
693566,0,4496712,0
693618,0,4496584,0
693624,0,4496584,0
693550,0,4201660,1
693630,0,4496584,1
693615,0,4496596,1
693541,0,4199696,1
693621,0,4496596,1
693627,0,4496596,1
693366,0,4496796,1
693634,0,4496908,1
693637,0,4496536,0
693658,0,4496584,0
693664,0,4496584,0
693670,0,4496584,0
693655,0,4496596,1
693661,0,4496596,1
693667,0,4496596,1
693673,0,4496596,0
693603,0,4496796,1
693745,0,4199612,1
693727,0,4199556,0
693797,0,4204140,1
693756,0,4203664,0
693785,0,4204092,0
693804,0,4204192,1
693808,0,4204220,0
693849,0,4201652,0
693781,0,4203732,1
693907,0,4496584,0
693910,0,4496596,0
693982,0,4199612,1
693846,0,4201640,0
693964,0,4199556,0
694034,0,4204140,1
693791,0,4204116,0
693795,0,4204132,0
693993,0,4203664,0
694041,0,4204192,1
693831,0,4199656,0
694022,0,4204092,0
693826,0,4199640,0
694045,0,4204220,0
693867,0,4496712,0
694086,0,4201652,0
694018,0,4203732,1
693851,0,4201660,1
694144,0,4496584,0
693842,0,4199696,1
694147,0,4496596,0
694219,0,4199612,1
694201,0,4199556,0
694271,0,4204140,1
694230,0,4203664,0
694083,0,4201640,0
694278,0,4204192,1
694028,0,4204116,0
694032,0,4204132,0
694259,0,4204092,0
694282,0,4204220,0
694068,0,4199656,0
694323,0,4201652,0
694063,0,4199640,0
694255,0,4203732,1
694104,0,4496712,0
694379,0,4496584,0
694088,0,4201660,1
694079,0,4199696,1
694382,0,4496596,0
694454,0,4199612,1
694436,0,4199556,0
694506,0,4204140,1
694465,0,4203664,0
694513,0,4204192,1
694320,0,4201640,0
694517,0,4204220,0
693904,0,4496796,1
694265,0,4204116,0
694269,0,4204132,0
694494,0,4204092,0
694558,0,4201652,0
694305,0,4199656,0
694490,0,4203732,1
694300,0,4199640,0
694341,0,4496712,0
694614,0,4496584,0
694325,0,4201660,1
694316,0,4199696,1
694617,0,4496596,0
694689,0,4199612,1
694671,0,4199556,0
694741,0,4204140,1
694700,0,4203664,0
694555,0,4201640,0
694748,0,4204192,1
694500,0,4204116,0
694504,0,4204132,0
694729,0,4204092,0
694752,0,4204220,0
694540,0,4199656,0
694793,0,4201652,0
694141,0,4496796,1
694535,0,4199640,0
694725,0,4203732,1
694576,0,4496712,0
694851,0,4496584,0
694560,0,4201660,1
694551,0,4199696,1
694854,0,4496596,0
694926,0,4199612,1
694908,0,4199556,0
694978,0,4204140,1
694937,0,4203664,0
694790,0,4201640,0
694985,0,4204192,1
694735,0,4204116,0
694739,0,4204132,0
694966,0,4204092,0
694989,0,4204220,0
694775,0,4199656,0
695030,0,4201652,0
694770,0,4199640,0
694962,0,4203732,1
694376,0,4496796,1
694811,0,4496712,0
694795,0,4201660,1
694786,0,4199696,1
695027,0,4201640,0
694972,0,4204116,0
694976,0,4204132,0
695012,0,4199656,0
694611,0,4496796,1
695007,0,4199640,0
695048,0,4496712,0
695032,0,4201660,1
695023,0,4199696,1
694848,0,4496796,1
695082,0,4496796,0
695108,0,4496884,1
695111,0,4496596,0
695182,0,4199612,1
695164,0,4199556,0
695234,0,4204140,1
695193,0,4203664,0
695222,0,4204092,0
695241,0,4204192,1
695245,0,4204220,0
695286,0,4201652,0
695218,0,4203732,1
695368,0,4496884,1
695371,0,4496596,0
695443,0,4199612,1
695425,0,4199556,0
695495,0,4204140,1
695454,0,4203664,0
695283,0,4201640,0
695483,0,4204092,0
695502,0,4204192,1
695228,0,4204116,0
695232,0,4204132,0
695506,0,4204220,0
695268,0,4199656,0
695547,0,4201652,0
695263,0,4199640,0
695479,0,4203732,1
695304,0,4496712,0
695629,0,4496884,1
695288,0,4201660,1
695279,0,4199696,1
695632,0,4496596,0
695704,0,4199612,1
695686,0,4199556,0
695756,0,4204140,1
695715,0,4203664,0
695744,0,4204092,0
695763,0,4204192,1
695767,0,4204220,0
695808,0,4201652,0
695740,0,4203732,1
695338,0,4496796,0
695544,0,4201640,0
695489,0,4204116,0
695493,0,4204132,0
695529,0,4199656,0
695524,0,4199640,0
695565,0,4496712,0
695549,0,4201660,1
695540,0,4199696,1
695599,0,4496796,0
695805,0,4201640,0
695750,0,4204116,0
695754,0,4204132,0
695790,0,4199656,0
695785,0,4199640,0
695826,0,4496712,0
695810,0,4201660,1
695801,0,4199696,1
695861,0,4496796,1
695864,0,4496584,0
695867,0,4496596,0
695939,0,4199612,1
695921,0,4199556,0
695991,0,4204140,1
695950,0,4203664,0
695998,0,4204192,1
695979,0,4204092,0
696002,0,4204220,0
696043,0,4201652,0
695975,0,4203732,1
696099,0,4496584,0
696102,0,4496596,0
696174,0,4199612,1
696040,0,4201640,0
696156,0,4199556,0
696226,0,4204140,1
695985,0,4204116,0
695989,0,4204132,0
696185,0,4203664,0
696233,0,4204192,1
696025,0,4199656,0
696214,0,4204092,0
696020,0,4199640,0
696237,0,4204220,0
696061,0,4496712,0
696278,0,4201652,0
696210,0,4203732,1
696045,0,4201660,1
696334,0,4496584,0
696036,0,4199696,1
696337,0,4496596,0
696409,0,4199612,1
696391,0,4199556,0
696461,0,4204140,1
696420,0,4203664,0
696275,0,4201640,0
696468,0,4204192,1
696220,0,4204116,0
696224,0,4204132,0
696449,0,4204092,0
696472,0,4204220,0
696260,0,4199656,0
696513,0,4201652,0
696255,0,4199640,0
696445,0,4203732,1
696296,0,4496712,0
696569,0,4496584,0
696280,0,4201660,1
696271,0,4199696,1
696572,0,4496596,0
696644,0,4199612,1
696626,0,4199556,0
696696,0,4204140,1
696655,0,4203664,0
696510,0,4201640,0
696703,0,4204192,1
696455,0,4204116,0
696459,0,4204132,0
696684,0,4204092,0
696707,0,4204220,0
696096,0,4496796,1
696495,0,4199656,0
696748,0,4201652,0
696490,0,4199640,0
696680,0,4203732,1
696531,0,4496712,0
696806,0,4496584,0
696515,0,4201660,1
696506,0,4199696,1
696809,0,4496596,1
696745,0,4201640,0
696690,0,4204116,0
696694,0,4204132,0
696730,0,4199656,0
696331,0,4496796,1
696725,0,4199640,0
696812,0,4496584,0
696766,0,4496712,0
696818,0,4496584,0
696824,0,4496584,1
696750,0,4201660,1
696815,0,4496596,1
696741,0,4199696,1
696821,0,4496596,1
696828,0,4496908,1
696566,0,4496796,1
696831,0,4496536,0
696852,0,4496584,0
696858,0,4496584,0
696849,0,4496596,1
696855,0,4496596,1
696861,0,4496596,0
696803,0,4496796,1
696933,0,4199612,1
696915,0,4199556,0
696985,0,4204140,1
696944,0,4203664,0
696973,0,4204092,0
696992,0,4204192,1
696996,0,4204220,0
697037,0,4201652,0
696969,0,4203732,1
697093,0,4496584,0
697096,0,4496596,0
697168,0,4199612,1
697034,0,4201640,0
697150,0,4199556,0
697220,0,4204140,1
696979,0,4204116,0
696983,0,4204132,0
697179,0,4203664,0
697227,0,4204192,1
697019,0,4199656,0
697208,0,4204092,0
697014,0,4199640,0
697231,0,4204220,0
697055,0,4496712,0
697272,0,4201652,0
697204,0,4203732,1
697039,0,4201660,1
697328,0,4496584,0
697030,0,4199696,1
697331,0,4496596,0
697403,0,4199612,1
697385,0,4199556,0
697455,0,4204140,1
697414,0,4203664,0
697269,0,4201640,0
697462,0,4204192,1
697214,0,4204116,0
697218,0,4204132,0
697443,0,4204092,0
697466,0,4204220,0
697254,0,4199656,0
697507,0,4201652,0
697249,0,4199640,0
697439,0,4203732,1
697290,0,4496712,0
697563,0,4496584,0
697274,0,4201660,1
697265,0,4199696,1
697566,0,4496596,0
697638,0,4199612,1
697620,0,4199556,0
697690,0,4204140,1
697649,0,4203664,0
697504,0,4201640,0
697697,0,4204192,1
697449,0,4204116,0
697453,0,4204132,0
697678,0,4204092,0
697701,0,4204220,0
697090,0,4496796,1
697489,0,4199656,0
697742,0,4201652,0
697484,0,4199640,0
697674,0,4203732,1
697525,0,4496712,0
697800,0,4496584,0
697509,0,4201660,1
697500,0,4199696,1
697803,0,4496596,0
697875,0,4199612,1
697857,0,4199556,0
697927,0,4204140,1
697886,0,4203664,0
697739,0,4201640,0
697934,0,4204192,1
697684,0,4204116,0
697688,0,4204132,0
697915,0,4204092,0
697938,0,4204220,0
697724,0,4199656,0
697979,0,4201652,0
697325,0,4496796,1
697719,0,4199640,0
697911,0,4203732,1
697760,0,4496712,0
698035,0,4496584,0
697744,0,4201660,1
697735,0,4199696,1
698038,0,4496596,0
698110,0,4199612,1
698092,0,4199556,0
698162,0,4204140,1
698121,0,4203664,0
697976,0,4201640,0
698169,0,4204192,1
697921,0,4204116,0
697925,0,4204132,0
698173,0,4204220,0
698150,0,4204092,0
697961,0,4199656,0
698214,0,4201652,0
697560,0,4496796,1
697956,0,4199640,0
698146,0,4203732,1
697997,0,4496712,0
698270,0,4496584,0
697981,0,4201660,1
697972,0,4199696,1
698273,0,4496596,0
698345,0,4199612,1
698327,0,4199556,0
698397,0,4204140,1
698356,0,4203664,0
698211,0,4201640,0
698404,0,4204192,1
698156,0,4204116,0
698160,0,4204132,0
698385,0,4204092,0
698408,0,4204220,0
698196,0,4199656,0
698449,0,4201652,0
697797,0,4496796,1
698191,0,4199640,0
698381,0,4203732,1
698232,0,4496712,0
698507,0,4496584,0
698216,0,4201660,1
698207,0,4199696,1
698510,0,4496596,0
698581,0,4199612,1
698563,0,4199556,0
698633,0,4204140,1
698592,0,4203664,0
698446,0,4201640,0
698640,0,4204192,1
698391,0,4204116,0
698395,0,4204132,0
698621,0,4204092,0
698644,0,4204220,0
698431,0,4199656,0
698685,0,4201652,0
698032,0,4496796,1
698426,0,4199640,0
698617,0,4203732,1
698467,0,4496712,0
698451,0,4201660,1
698442,0,4199696,1
698682,0,4201640,0
698627,0,4204116,0
698631,0,4204132,0
698667,0,4199656,0
698662,0,4199640,0
698703,0,4496712,0
698267,0,4496796,1
698687,0,4201660,1
698678,0,4199696,1
698504,0,4496796,1
698737,0,4496796,0
698767,0,4496884,1
698770,0,4496596,0
698842,0,4199612,1
698824,0,4199556,0
698894,0,4204140,1
698853,0,4203664,0
698882,0,4204092,0
698901,0,4204192,1
698905,0,4204220,0
698946,0,4201652,0
698878,0,4203732,1
699028,0,4496884,1
699031,0,4496596,0
699103,0,4199612,1
699085,0,4199556,0
699155,0,4204140,1
699114,0,4203664,0
699143,0,4204092,0
699162,0,4204192,1
699166,0,4204220,0
698943,0,4201640,0
699207,0,4201652,0
698888,0,4204116,0
698892,0,4204132,0
699139,0,4203732,1
698928,0,4199656,0
698923,0,4199640,0
698964,0,4496712,0
698948,0,4201660,1
698939,0,4199696,1
698998,0,4496796,0
699204,0,4201640,0
699149,0,4204116,0
699153,0,4204132,0
699189,0,4199656,0
699184,0,4199640,0
699225,0,4496712,0
699209,0,4201660,1
699200,0,4199696,1
699262,0,4496796,1
699265,0,4496584,0
699268,0,4496596,0
699340,0,4199612,1
699322,0,4199556,0
699392,0,4204140,1
699351,0,4203664,0
699399,0,4204192,1
699380,0,4204092,0
699403,0,4204220,0
699444,0,4201652,0
699376,0,4203732,1
699500,0,4496584,0
699503,0,4496596,0
699575,0,4199612,1
699441,0,4201640,0
699557,0,4199556,0
699627,0,4204140,1
699386,0,4204116,0
699390,0,4204132,0
699586,0,4203664,0
699634,0,4204192,1
699426,0,4199656,0
699615,0,4204092,0
699421,0,4199640,0
699638,0,4204220,0
699462,0,4496712,0
699679,0,4201652,0
699611,0,4203732,1
699446,0,4201660,1
699735,0,4496584,0
699437,0,4199696,1
699738,0,4496596,0
699810,0,4199612,1
699792,0,4199556,0
699862,0,4204140,1
699821,0,4203664,0
699676,0,4201640,0
699869,0,4204192,1
699621,0,4204116,0
699625,0,4204132,0
699850,0,4204092,0
699873,0,4204220,0
699661,0,4199656,0
699914,0,4201652,0
699656,0,4199640,0
699846,0,4203732,1
699697,0,4496712,0
699970,0,4496584,0
699681,0,4201660,1
699672,0,4199696,1
699973,0,4496596,0
700045,0,4199612,1
700027,0,4199556,0
700097,0,4204140,1
700056,0,4203664,0
699911,0,4201640,0
700104,0,4204192,1
699856,0,4204116,0
699860,0,4204132,0
700085,0,4204092,0
700108,0,4204220,0
699497,0,4496796,1
699896,0,4199656,0
700149,0,4201652,0
699891,0,4199640,0
700081,0,4203732,1
699932,0,4496712,0
700207,0,4496584,0
699916,0,4201660,1
699907,0,4199696,1
700210,0,4496596,0
700282,0,4199612,1
700264,0,4199556,0
700334,0,4204140,1
700293,0,4203664,0
700146,0,4201640,0
700341,0,4204192,1
700091,0,4204116,0
700095,0,4204132,0
700322,0,4204092,0
700345,0,4204220,0
700131,0,4199656,0
700386,0,4201652,0
699732,0,4496796,1
700126,0,4199640,0
700318,0,4203732,1
700167,0,4496712,0
700444,0,4496584,0
700151,0,4201660,1
700142,0,4199696,1
700447,0,4496596,1
700383,0,4201640,0
700328,0,4204116,0
700332,0,4204132,0
700368,0,4199656,0
699967,0,4496796,1
700363,0,4199640,0
700450,0,4496584,0
700404,0,4496712,0
700456,0,4496584,1
700388,0,4201660,1
700453,0,4496596,1
700379,0,4199696,1
700460,0,4496908,1
700463,0,4496536,0
700204,0,4496796,1
700484,0,4496584,0
700481,0,4496596,1
700487,0,4496596,0
700441,0,4496796,1
700559,0,4199612,1
700541,0,4199556,0
700611,0,4204140,1
700570,0,4203664,0
700599,0,4204092,0
700618,0,4204192,1
700622,0,4204220,0
700663,0,4201652,0
700595,0,4203732,1
700719,0,4496584,0
700722,0,4496596,0
700794,0,4199612,1
700660,0,4201640,0
700776,0,4199556,0
700846,0,4204140,1
700605,0,4204116,0
700609,0,4204132,0
700805,0,4203664,0
700853,0,4204192,1
700645,0,4199656,0
700834,0,4204092,0
700640,0,4199640,0
700857,0,4204220,0
700681,0,4496712,0
700898,0,4201652,0
700830,0,4203732,1
700665,0,4201660,1
700954,0,4496584,0
700656,0,4199696,1
700957,0,4496596,0
701029,0,4199612,1
701011,0,4199556,0
701081,0,4204140,1
701040,0,4203664,0
700895,0,4201640,0
701088,0,4204192,1
700840,0,4204116,0
700844,0,4204132,0
701069,0,4204092,0
701092,0,4204220,0
700880,0,4199656,0
701133,0,4201652,0
700875,0,4199640,0
701065,0,4203732,1
700916,0,4496712,0
701189,0,4496584,0
700900,0,4201660,1
700891,0,4199696,1
701192,0,4496596,0
701264,0,4199612,1
701246,0,4199556,0
701316,0,4204140,1
701275,0,4203664,0
701130,0,4201640,0
701323,0,4204192,1
701075,0,4204116,0
701079,0,4204132,0
701304,0,4204092,0
701327,0,4204220,0
700716,0,4496796,1
701115,0,4199656,0
701368,0,4201652,0
701110,0,4199640,0
701300,0,4203732,1
701151,0,4496712,0
701424,0,4496584,0
701135,0,4201660,1
701126,0,4199696,1
701427,0,4496596,0
701499,0,4199612,1
701481,0,4199556,0
701551,0,4204140,1
701510,0,4203664,0
701365,0,4201640,0
701558,0,4204192,1
701310,0,4204116,0
701314,0,4204132,0
701539,0,4204092,0
701562,0,4204220,0
701350,0,4199656,0
701603,0,4201652,0
700951,0,4496796,1
701345,0,4199640,0
701535,0,4203732,1
701386,0,4496712,0
701661,0,4496584,0
701370,0,4201660,1
701361,0,4199696,1
701664,0,4496596,0
701736,0,4199612,1
701718,0,4199556,0
701788,0,4204140,1
701747,0,4203664,0
701600,0,4201640,0
701795,0,4204192,1
701545,0,4204116,0
701549,0,4204132,0
701776,0,4204092,0
701799,0,4204220,0
701585,0,4199656,0
701840,0,4201652,0
701186,0,4496796,1
701580,0,4199640,0
701772,0,4203732,1
701621,0,4496712,0
701895,0,4496584,0
701605,0,4201660,1
701596,0,4199696,1
701898,0,4496596,0
701970,0,4199612,1
701952,0,4199556,0
702022,0,4204140,1
701981,0,4203664,0
701837,0,4201640,0
702029,0,4204192,1
701782,0,4204116,0
701786,0,4204132,0
702033,0,4204220,0
702010,0,4204092,0
701822,0,4199656,0
702074,0,4201652,0
701421,0,4496796,1
701817,0,4199640,0
702006,0,4203732,1
701858,0,4496712,0
702132,0,4496584,0
701842,0,4201660,1
701833,0,4199696,1
702135,0,4496596,0
702207,0,4199612,1
702189,0,4199556,0
702259,0,4204140,1
702218,0,4203664,0
702071,0,4201640,0
702266,0,4204192,1
702016,0,4204116,0
702020,0,4204132,0
702247,0,4204092,0
702270,0,4204220,0
702056,0,4199656,0
702311,0,4201652,0
701658,0,4496796,1
702051,0,4199640,0
702243,0,4203732,1
702092,0,4496712,0
702367,0,4496584,0
702076,0,4201660,1
702067,0,4199696,1
702370,0,4496596,0
702441,0,4199612,1
702423,0,4199556,0
702493,0,4204140,1
702452,0,4203664,0
702308,0,4201640,0
702500,0,4204192,1
702253,0,4204116,0
702257,0,4204132,0
702504,0,4204220,0
702481,0,4204092,0
702293,0,4199656,0
702545,0,4201652,0
701892,0,4496796,1
702288,0,4199640,0
702477,0,4203732,1
702329,0,4496712,0
702603,0,4496584,0
702313,0,4201660,1
702304,0,4199696,1
702606,0,4496596,0
702678,0,4199612,1
702542,0,4201640,0
702487,0,4204116,0
702491,0,4204132,0
702660,0,4199556,0
702730,0,4204140,1
702689,0,4203664,0
702527,0,4199656,0
702737,0,4204192,1
702522,0,4199640,0
702718,0,4204092,0
702741,0,4204220,0
702563,0,4496712,0
702782,0,4201652,0
702129,0,4496796,1
702547,0,4201660,1
702714,0,4203732,1
702538,0,4199696,1
702840,0,4496584,0
702843,0,4496596,0
702915,0,4199612,1
702897,0,4199556,0
702967,0,4204140,1
702926,0,4203664,0
702779,0,4201640,0
702974,0,4204192,1
702724,0,4204116,0
702728,0,4204132,0
702955,0,4204092,0
702978,0,4204220,0
702764,0,4199656,0
703019,0,4201652,0
702364,0,4496796,1
702759,0,4199640,0
702951,0,4203732,1
702800,0,4496712,0
703077,0,4496584,0
702784,0,4201660,1
702775,0,4199696,1
703080,0,4496596,0
703152,0,4199612,1
703134,0,4199556,0
703204,0,4204140,1
703163,0,4203664,0
703211,0,4204192,1
702600,0,4496796,1
703016,0,4201640,0
703215,0,4204220,0
702961,0,4204116,0
702965,0,4204132,0
703192,0,4204092,0
703256,0,4201652,0
703001,0,4199656,0
703188,0,4203732,1
702996,0,4199640,0
703037,0,4496712,0
703312,0,4496584,0
703021,0,4201660,1
703012,0,4199696,1
703315,0,4496596,0
703387,0,4199612,1
703369,0,4199556,0
703439,0,4204140,1
703398,0,4203664,0
703253,0,4201640,0
703446,0,4204192,1
703198,0,4204116,0
703202,0,4204132,0
703427,0,4204092,0
703450,0,4204220,0
703238,0,4199656,0
703491,0,4201652,0
702837,0,4496796,1
703233,0,4199640,0
703423,0,4203732,1
703274,0,4496712,0
703547,0,4496584,0
703258,0,4201660,1
703249,0,4199696,1
703550,0,4496596,0
703622,0,4199612,1
703604,0,4199556,0
703674,0,4204140,1
703633,0,4203664,0
703488,0,4201640,0
703681,0,4204192,1
703433,0,4204116,0
703437,0,4204132,0
703662,0,4204092,0
703685,0,4204220,0
703473,0,4199656,0
703726,0,4201652,0
703468,0,4199640,0
703658,0,4203732,1
703074,0,4496796,1
703509,0,4496712,0
703782,0,4496584,0
703493,0,4201660,1
703484,0,4199696,1
703785,0,4496596,0
703857,0,4199612,1
703839,0,4199556,0
703909,0,4204140,1
703868,0,4203664,0
703723,0,4201640,0
703916,0,4204192,1
703668,0,4204116,0
703672,0,4204132,0
703897,0,4204092,0
703920,0,4204220,0
703708,0,4199656,0
703961,0,4201652,0
703309,0,4496796,1
703703,0,4199640,0
703893,0,4203732,1
703744,0,4496712,0
704017,0,4496584,0
703728,0,4201660,1
703719,0,4199696,1
704020,0,4496596,0
704092,0,4199612,1
704074,0,4199556,0
704144,0,4204140,1
704103,0,4203664,0
703958,0,4201640,0
704151,0,4204192,1
703903,0,4204116,0
703907,0,4204132,0
704132,0,4204092,0
704155,0,4204220,0
703943,0,4199656,0
704196,0,4201652,0
703544,0,4496796,1
703938,0,4199640,0
704128,0,4203732,1
703979,0,4496712,0
704254,0,4496584,0
703963,0,4201660,1
703954,0,4199696,1
704257,0,4496596,0
704329,0,4199612,1
704311,0,4199556,0
704381,0,4204140,1
704340,0,4203664,0
704193,0,4201640,0
704388,0,4204192,1
704138,0,4204116,0
704142,0,4204132,0
704369,0,4204092,0
704392,0,4204220,0
704178,0,4199656,0
704433,0,4201652,0
703779,0,4496796,1
704173,0,4199640,0
704365,0,4203732,1
704214,0,4496712,0
704491,0,4496584,0
704198,0,4201660,1
704189,0,4199696,1
704494,0,4496596,1
704430,0,4201640,0
704375,0,4204116,0
704379,0,4204132,0
704415,0,4199656,0
704014,0,4496796,1
704410,0,4199640,0
704497,0,4496584,1
704451,0,4496712,0
704435,0,4201660,1
704426,0,4199696,1
704501,0,4496908,1
704504,0,4496536,0
704525,0,4496584,0
704251,0,4496796,1
704522,0,4496596,1
704528,0,4496596,0
704488,0,4496796,1
704600,0,4199612,1
704582,0,4199556,0
704652,0,4204140,1
704611,0,4203664,0
704640,0,4204092,0
704659,0,4204192,1
704663,0,4204220,0
704704,0,4201652,0
704636,0,4203732,1
704760,0,4496584,0
704763,0,4496596,0
704835,0,4199612,1
704701,0,4201640,0
704817,0,4199556,0
704887,0,4204140,1
704646,0,4204116,0
704650,0,4204132,0
704846,0,4203664,0
704894,0,4204192,1
704686,0,4199656,0
704875,0,4204092,0
704681,0,4199640,0
704898,0,4204220,0
704722,0,4496712,0
704939,0,4201652,0
704871,0,4203732,1
704706,0,4201660,1
704995,0,4496584,0
704697,0,4199696,1
704998,0,4496596,0
705070,0,4199612,1
705052,0,4199556,0
705122,0,4204140,1
705081,0,4203664,0
704936,0,4201640,0
705129,0,4204192,1
704881,0,4204116,0
704885,0,4204132,0
705110,0,4204092,0
705133,0,4204220,0
704921,0,4199656,0
705174,0,4201652,0
704916,0,4199640,0
705106,0,4203732,1
704957,0,4496712,0
705230,0,4496584,0
704941,0,4201660,1
704932,0,4199696,1
705233,0,4496596,0
705305,0,4199612,1
705287,0,4199556,0
705357,0,4204140,1
705316,0,4203664,0
705171,0,4201640,0
705364,0,4204192,1
705116,0,4204116,0
705120,0,4204132,0
705345,0,4204092,0
705368,0,4204220,0
704757,0,4496796,1
705156,0,4199656,0
705409,0,4201652,0
705151,0,4199640,0
705341,0,4203732,1
705192,0,4496712,0
705465,0,4496584,0
705176,0,4201660,1
705167,0,4199696,1
705468,0,4496596,0
705540,0,4199612,1
705522,0,4199556,0
705592,0,4204140,1
705551,0,4203664,0
705406,0,4201640,0
705599,0,4204192,1
705351,0,4204116,0
705355,0,4204132,0
705580,0,4204092,0
705603,0,4204220,0
705391,0,4199656,0
705644,0,4201652,0
704992,0,4496796,1
705386,0,4199640,0
705576,0,4203732,1
705427,0,4496712,0
705702,0,4496584,0
705411,0,4201660,1
705402,0,4199696,1
705705,0,4496596,0
705777,0,4199612,1
705759,0,4199556,0
705829,0,4204140,1
705788,0,4203664,0
705641,0,4201640,0
705836,0,4204192,1
705586,0,4204116,0
705590,0,4204132,0
705817,0,4204092,0
705840,0,4204220,0
705626,0,4199656,0
705881,0,4201652,0
705227,0,4496796,1
705621,0,4199640,0
705813,0,4203732,1
705662,0,4496712,0
705936,0,4496584,0
705646,0,4201660,1
705637,0,4199696,1
705939,0,4496596,0
706011,0,4199612,1
705993,0,4199556,0
706063,0,4204140,1
706022,0,4203664,0
705878,0,4201640,0
706070,0,4204192,1
705823,0,4204116,0
705827,0,4204132,0
706074,0,4204220,0
706051,0,4204092,0
705863,0,4199656,0
706115,0,4201652,0
705462,0,4496796,1
705858,0,4199640,0
706047,0,4203732,1
705899,0,4496712,0
706170,0,4496584,0
705883,0,4201660,1
705874,0,4199696,1
706173,0,4496596,0
706245,0,4199612,1
706227,0,4199556,0
706297,0,4204140,1
706256,0,4203664,0
706112,0,4201640,0
706304,0,4204192,1
706057,0,4204116,0
706061,0,4204132,0
706285,0,4204092,0
706308,0,4204220,0
706097,0,4199656,0
706349,0,4201652,0
705699,0,4496796,1
706092,0,4199640,0
706281,0,4203732,1
706133,0,4496712,0
706407,0,4496584,0
706117,0,4201660,1
706108,0,4199696,1
706410,0,4496596,0
706481,0,4199612,1
706463,0,4199556,0
706533,0,4204140,1
706492,0,4203664,0
706346,0,4201640,0
706540,0,4204192,1
706291,0,4204116,0
706295,0,4204132,0
706521,0,4204092,0
706544,0,4204220,0
706331,0,4199656,0
706585,0,4201652,0
705933,0,4496796,1
706326,0,4199640,0
706517,0,4203732,1
706367,0,4496712,0
706643,0,4496584,0
706351,0,4201660,1
706342,0,4199696,1
706646,0,4496596,0
706718,0,4199612,1
706582,0,4201640,0
706527,0,4204116,0
706531,0,4204132,0
706700,0,4199556,0
706770,0,4204140,1
706729,0,4203664,0
706567,0,4199656,0
706777,0,4204192,1
706562,0,4199640,0
706781,0,4204220,0
706603,0,4496712,0
706758,0,4204092,0
706822,0,4201652,0
706167,0,4496796,1
706587,0,4201660,1
706754,0,4203732,1
706578,0,4199696,1
706880,0,4496584,0
706883,0,4496596,0
706955,0,4199612,1
706937,0,4199556,0
707007,0,4204140,1
706966,0,4203664,0
